title,release_year,rating,genres,description,poster_url
Mac & Devin Go to High School,2012,6.5,Comedy,"A comedy that follows two high school students -- one overachiever struggling to write his valedictorian speech, the other a senior now going on his 15th year of school.",https://image.tmdb.org/t/p/w500/8XZbbDq3iMbXQVXwexOy9r0Qgpv.jpg
Clear and Present Danger,1994,6.6,"Action, Drama, Thriller","Agent Jack Ryan becomes acting Deputy Director of Intelligence for the CIA when Admiral Greer is diagnosed with cancer. When an American businessman, and friend of the president, is murdered on his yacht, Ryan starts discovering links between the man and drug dealers. As former CIA agent John Clark is sent to Colombia to kill drug cartel kingpins in retaliation, Ryan must fight through multiple cover-ups to figure out what happened and who's responsible.",https://image.tmdb.org/t/p/w500/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg
One Piece 3D: Straw Hat Chase,2011,6.8,"Animation, Adventure","One Piece 3D: Straw Hat Chase is the 11th One Piece film of the series, and is set before the time-skip. This is One Piece's first movie release to be in 3D CGI. The movie is also the first One Piece film since Movie 3 to be a double-feature. This time, the film was featured with ""Toriko 3D: Gourmet Adventure"", both being billed as the ""Jump Heroes Film"". The double-feature was released on March 19, 2011.",https://image.tmdb.org/t/p/w500/eYm3oEPiQJ9RV5QdyudwUplb9cD.jpg
Carnal Knowledge,1971,6.6,"Drama, Romance","Two lifelong friends navigate complex sexual encounters and emotional entanglements, wrestling with societal norms and personal desires.",https://image.tmdb.org/t/p/w500/kvP2e1J5oDsBG688J6Y2I2rSBE6.jpg
Wanted: Girlfriend,2024,0.0,"Drama, Romance",Sheina Yu and Reina Castillo date a man who likes to have sex anytime and anywhere. See who can keep up with his strong sexual appetite and be his girlfriend.,https://image.tmdb.org/t/p/w500/ecadxev4EzvZpJrEgLksiBIXHy7.jpg
Kidnap,2017,6.2,"Drama, Thriller",A mother (in her Minivan) stops at nothing to recover her kidnapped son.,https://image.tmdb.org/t/p/w500/fwdOX3PEZlOLXr9SMpgRnSmTVFp.jpg
The Day the Earth Stood Still,2008,5.625,"Drama, Science Fiction, Thriller","A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",https://image.tmdb.org/t/p/w500/3744nDNrKIFcgXEDL2WDkqYc7vF.jpg
Jan Dara: The Beginning,2012,6.0,"Drama, Romance","Set in the 1930s, the story recounts the growing pains of Jan, whose mother dies while giving birth to him and who’s intensely hated by his sadistic and debauched father. Jan grows up with his stepmother, and he struggles to reconcile his guilt and longing with different women in his life.",https://image.tmdb.org/t/p/w500/ykvGzFSR7mbG4xWVSI2D4vG5HZh.jpg
Steven Universe: The Movie,2019,8.158,"TV Movie, Animation, Adventure, Comedy, Fantasy, Music","Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.",https://image.tmdb.org/t/p/w500/8mRgpubxHqnqvENK4Bei30xMDvy.jpg
Brazen,2022,4.817,"Thriller, Mystery, Drama",Mystery writer Grace Miller has killer instincts when it comes to motive - and she'll need every bit of expertise to help solve her sister's murder.,https://image.tmdb.org/t/p/w500/7e4n1GfC9iky9VQzH3cDQz9wYpO.jpg
Sphere,1998,6.1,"Science Fiction, Mystery, Thriller, Horror","A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a state-of-the-art underwater living environment, to investigate.",https://image.tmdb.org/t/p/w500/5IMr0L4BoONvN5i9kyVd0zGww3L.jpg
The Mummy,2017,5.516,"Fantasy, Thriller, Action, Adventure, Horror","Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",https://image.tmdb.org/t/p/w500/zxkY8byBnCsXodEYpK8tmwEGXBI.jpg
My Lucky Stars,1985,6.438,"Action, Comedy","Two Hong Kong cops are sent to Tokyo to catch an ex-cop who stole a large amount of money in diamonds. After one is captured by the Ninja-gang protecting the rogue cop, the other one gets his old Orphanage gang, dubbed the ""Five Lucky Stars,"" to help him. They don't like this much, but they do it.",https://image.tmdb.org/t/p/w500/dZzHBIcJsld2XMvwR75OZGf4NM2.jpg
Boarding House: Their Moans 2,2021,0.0,[],"Smith's boarding house. Women feel the void in Smith greatly. Hyuk-joo and Myung-soo try to approach them, but they all react coldly... Then one day, a black exchange student, Jackson, arrives at a boarding house. Each of the female boarders is dedicated to seducing Jackson in their own way. I like their affectionate attacks, and I accept all affectionate attacks...",https://image.tmdb.org/t/p/w500/piNWEaYwLqZT3UHOS66lo3I7y5I.jpg
A Charlie Brown Christmas,1965,7.7,"Animation, Family, Comedy, TV Movie","When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but it is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas.",https://image.tmdb.org/t/p/w500/vtaufTzJBMJAeziQA1eP4BLU24C.jpg
Savage Salvation,2022,6.3,Thriller,"Newly engaged Shelby John and Ruby Red want a fresh start after their struggles with addiction, but when Shelby discovers his beloved Ruby dead on their porch, he embarks on a vengeful killing spree of the dealers who supplied her. Armed with nothing but adrenaline and a nail gun, Shelby begins to unleash chaos on the town’s criminal underbelly, as he hunt’s down crime lord Coyote. Sheriff Church must race against the clock to put an end to Shelby's vigilante justice before the entire town descends into a bloodbath.",https://image.tmdb.org/t/p/w500/fJRt3mmZEvf8gQzoNLzjPtWpc9o.jpg
Felon,2008,7.158,"Crime, Drama, Thriller",A family man convicted of killing an intruder must cope with life afterward in the violent penal system.,https://image.tmdb.org/t/p/w500/1eYGh6DETJFXQt5PWjV8lp8YZvx.jpg
Fire Birds,1990,5.1,"Action, Adventure","A joint task force operation between the Drug Enforcement Administration and the U.S. Army has been formed to dismantle one of the largest drug cartels operating in South America. Multiple attempts to assault the cartel's mountainous compound have been thwarted by a Scorpion-attack helicopter piloted by a cartel leader, Eric Stoller (Bert Rhine). After having several aircraft shot down, most notably a pair of UH–60 Black Hawks and their AH–1 Cobra escorts, the army turns to the new AH–64 Apache attack helicopter, which can match its enemies' maneuverability and firepower.",https://image.tmdb.org/t/p/w500/ccqyNqhesnxc090uNKgMOeIef3n.jpg
Fallen,2016,6.1,"Drama, Fantasy, Romance","Lucinda Price is sent to a reform academy under the assumption that she has killed a boy. There, she meets two mysterious boys, Cam and Daniel, to whom she feels drawn to both. But as the love triangle unfurls, it is Daniel that Luce cannot keep herself away from, and things begin to take a darker turn when she finds out his true identity.",https://image.tmdb.org/t/p/w500/usGCM7wiUQhijEwz39brIaoGlVa.jpg
The Hunt,2012,8.1,Drama,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",https://image.tmdb.org/t/p/w500/jkixsXzRh28q3PCqFoWcf7unghT.jpg
5 Centimeters per Second,2007,7.3,"Animation, Romance, Drama","Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city.",https://image.tmdb.org/t/p/w500/dFipUR6W0y3PPkuVS8gjFd929m2.jpg
The Break-Up,2006,5.887,"Romance, Comedy","Pushed to the breaking-up point after their latest 'why can't you do this one little thing for me?' argument, Brooke calls it quits with her boyfriend Gary. What follows is a hilarious series of remedies, war tactics, overtures and undermining tricks – all encouraged by the former couple's friends and confidantes …and the occasional total stranger! When neither ex is willing to move out of their shared apartment, the only solution is to continue living as hostile roommates until one of them reaches breaking point.",https://image.tmdb.org/t/p/w500/yN3b4ElUOMA2lNcwAzr9TEBpmy.jpg
The Girl Next Door,2007,6.649,"Thriller, Crime, Drama, Horror","In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",https://image.tmdb.org/t/p/w500/dXjLp7k7ILyg22T0s9VvpPKc9jn.jpg
Mortal Kombat: Annihilation,1997,4.503,"Action, Fantasy, Science Fiction","A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.",https://image.tmdb.org/t/p/w500/ttryglcY2osWZE3sRYBf3ewTZsW.jpg
Four Weddings and a Funeral,1994,6.77,"Comedy, Drama, Romance","Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",https://image.tmdb.org/t/p/w500/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg
lascia la porta aperta,2024,0.0,Romance,"Pietro hears a knock at the door. When he opens it, he finds himself facing an unexpected proposal.",https://image.tmdb.org/t/p/w500/eD0VK4cbyt4ZbLF8b6ek41wYqdm.jpg
Barbarella,1968,6.0,"Science Fiction, Adventure, Comedy, Fantasy","In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",https://image.tmdb.org/t/p/w500/kfaRSR3geV3I65icyHWBBEsE9u.jpg
Before Sunset,2004,7.8,"Drama, Romance","Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",https://image.tmdb.org/t/p/w500/gycdE1ARByGQcK4fYR2mgpU6OO.jpg
Akuma no Memumemu-chan,2018,0.0,Animation,"The gag ova depicts the everyday life of the demon Memumemu-chan, who appears before the high school student Hyouta one day. She's come to seduce men and steal their souls, however, has neither the motivation nor the ability to carry out her duty. The story revolves around Memumemu, Hyouta, who is often misunderstood as a lolicon due to Memumemu, and the super sexy mother-daughter duo who manages the apartment Hyouta resides in.",https://image.tmdb.org/t/p/w500/qjnponHUq9YOl6Ke43uOMHsJif2.jpg
Crater,2023,6.7,"Science Fiction, Action, Adventure, Family","After the death of his father, a boy growing up on a lunar mining colony takes a trip to explore a legendary crater, along with his four best friends, prior to being permanently relocated to another planet.",https://image.tmdb.org/t/p/w500/n8ZpMwYT02XjpQHpSxn1eJw5Zpz.jpg
God: Serengeti,2017,6.7,Comedy,God presides over a prehistoric tribe.,https://image.tmdb.org/t/p/w500/sMdqT1GZTKHGBQWvqbZvabOdu8Z.jpg
Female Teacher in Rope Hell,1981,4.2,"Drama, Horror","A female teacher spots one of her students being molested by a vagrant. But her rescue attempt fails as the vagrant drags the teacher into an empty classroom and sexually assaults her. The student finds a school employee, a piano tuner, to try and help but all they can offer is some comfort. Later the piano tuner invites the teacher to his house. He wants her to be his obedient loving bride and has built a nice caged apartment in his basement all for her. He subjects her to an endless series of sexual humiliations to persuade her to say yes.",https://image.tmdb.org/t/p/w500/cqrUkz4AtoPKlGovyz7gZL2aWhU.jpg
